greV,greQ,greA,cgpa,univName
156,161,4,0.995,University of Maryland College Park
130,155.3191489,3.5,0.782,University of Florida
130,161.7021277,4.5,0.715,University of Florida
156,161,4,0.995,University of Colorado Boulder
130,155.3191489,3.5,0.782,University of Cincinnati
130,161.7021277,4.5,0.715,University of California Santa Barbara
156,161,4,0.995,Syracuse University
130,170.212766,4,0.79,SUNY Buffalo
131.9148936,161.7021277,2.5,0.68,Northeastern University
156,161,4,0.995,Northeastern University
165,166,4,0.76,North Carolina State University
156,161,4,0.995,North Carolina State University
156,161,4,0.995,New Jersey Institute of Technology
156,161,4,0.995,George Mason University
159,161,4,0.752,Carnegie Mellon University
130,170.212766,4,0.79,Arizona State University
150,165,3,0.788,Arizona State University
156,161,4,0.995,Arizona State University
149,161,3,0.76,University of Cincinnati
154,160,3,0.965,University of Southern California
137,155,2.5,0.75,University of Texas Arlington
130,165.9574468,3,0.8775,New Jersey Institute of Technology
156,161,4.5,0.6879,Rutgers University New Brunswick/Piscataway
130,170.212766,3,0,Carnegie Mellon University
153.1914894,170.212766,4,0.882,Virginia Polytechnic Institute and State University
158,156,4,0.716,University of Washington
153,165,0,0.78,University of Texas Dallas
131.9148936,170.212766,0,0.731,University of Texas Dallas
153.1914894,170.212766,4,0.882,University of Texas Dallas
149,157,3,0.8,University of Texas Dallas
157,160,0,0.836,University of Texas Dallas
159,166,3,0.828,University of Texas Dallas
130,170.212766,4.5,0.915,University of Texas Dallas
152,168,3.5,0.9,University of Southern California
149,166,4,0.922,University of Southern California
154,167,4.5,0.908,University of Southern California
162,167,3.5,0.852,University of North Carolina Charlotte
138.2978723,168.0851064,4.5,0.913,University of Minnesota Twin Cities
161,165,4,0.9,University of Massachusetts Amherst
158,156,4,0.716,University of Illinois Chicago
154,166,4,0.899,University of Illinois Chicago
155,163,3.5,0.89,University of Illinois Chicago
152,167,3.5,0.774,University of Florida
159,166,3,0.828,University of Florida
153.1914894,170.212766,4,0.882,University of Colorado Boulder
152,167,3.5,0.774,University of Colorado Boulder
130,163.8297872,4.5,0.792,University of Cincinnati
154,166,4,0.899,University of Cincinnati
155,163,3.5,0.89,University of Cincinnati
138.2978723,168.0851064,4.5,0.913,University of California Irvine
130,163.8297872,3.5,0.932,University of Arizona
154,166,4,0.899,University of Arizona
154,166,4,0.899,Texas A and M University College Station
156,161,3,0.84,Texas A and M University College Station
155,163,3.5,0.89,Texas A and M University College Station
138.2978723,168.0851064,4.5,0.913,SUNY Stony Brook
138.2978723,168.0851064,4.5,0.913,SUNY Buffalo
156,161,3,0.84,SUNY Buffalo
159,166,3,0.828,SUNY Buffalo
158,166,3,0.82,SUNY Buffalo
154,159,3.5,0.785,SUNY Buffalo
158,163,3,0.84,SUNY Buffalo
158,165,5.5,0.749,Rutgers University New Brunswick/Piscataway
161,165,4,0.9,Purdue University
131.9148936,170.212766,0,0.731,Northeastern University
152,167,3.5,0.774,Northeastern University
159,166,3,0.828,Northeastern University
158,166,3,0.82,Northeastern University
152,168,3.5,0.9,North Carolina State University
153.1914894,170.212766,4,0.882,North Carolina State University
161,165,4,0.9,North Carolina State University
154,167,4.5,0.908,North Carolina State University
154,159,3.5,0.785,North Carolina State University
130,170.212766,4.5,0.915,North Carolina State University
153.1914894,170.212766,4,0.882,Georgia Institute of Technology
161,165,4,0.9,Georgia Institute of Technology
154,159,3.5,0.785,Georgia Institute of Technology
153.1914894,170.212766,4,0.882,Cornell University
158,165,5.5,0.749,Carnegie Mellon University
130,170.212766,4,0.75,Carnegie Mellon University
153.1914894,170.212766,4,0.882,Arizona State University
152,167,3.5,0.774,Arizona State University
130,155.3191489,3,0.85,Arizona State University
154,167,4.5,0.908,Arizona State University
158,166,3,0.82,Arizona State University
158,163,3,0.84,Arizona State University
148,163,3,0.874,University of Cincinnati
144,162,3,0.52,University of Texas Arlington
144,162,3,0.52,New Jersey Institute of Technology
150,160,3.5,0.73,University of Texas Dallas
150,160,3.5,0.73,Northeastern University
152,161,3.5,0.832,Arizona State University
130,168.0851064,3.5,0.0868,University of Texas Dallas
130,170.212766,3,0.84,Syracuse University
147,163,3,0.82,SUNY Buffalo
130,161.7021277,4,0,SUNY Buffalo
130,165.9574468,3,0.74,George Mason University
130,168.0851064,3.5,0.0868,Arizona State University
149,165,3,0.701,University of North Carolina Charlotte
130,159.5744681,3,0.6882,Syracuse University
130,155.3191489,4,0.752,University of Texas Dallas
130,155.3191489,4,0.752,SUNY Buffalo
130,155.3191489,4,0.752,New Jersey Institute of Technology
130,155.3191489,4,0.752,Arizona State University
130,168.0851064,3,0.7358,University of California Irvine
145,158,3,0.7912,University of Southern California
145,158,3,0.77,Wayne State University
150,167,3.5,0.083,Virginia Polytechnic Institute and State University
150,164,3,0.867,University of Southern California
150,167,3.5,0.083,Texas A and M University College Station
145,158,3,0.77,SUNY Buffalo
150,167,3.5,0.083,North Carolina State University
150,167,3.5,0.083,Arizona State University
138,161,3,0.7625,University of Southern California
138,161,3,0.7625,University of Florida
130,170.212766,2.5,0.74,University of Texas Dallas
130,170.212766,2.5,0.74,University of Texas Arlington
130,170.212766,2.5,0.74,University of North Carolina Charlotte
144.6808511,157.4468085,4.5,0.62,SUNY Buffalo
130,161.7021277,2.5,0.62,University of Texas Dallas
152,163,3.5,0.82,University of Utah
130,163.8297872,3,0.844,University of Texas Dallas
130,170.212766,2.5,0.892,University of Southern California
139,130,160,0,University of Massachusetts Amherst
156,170,3,0.798,University of Illinois Chicago
130,170.212766,3,0.88,University of Illinois Chicago
130,168.0851064,3,0.73,University of Florida
156,170,3,0.798,University of Cincinnati
30,49,4,0.01,University of Cincinnati
130,170.212766,2.5,0.892,Syracuse University
130,168.0851064,3,0.73,New Jersey Institute of Technology
130,163.8297872,3,0.844,George Mason University
130,146.8085106,3.5,0.74,Clemson University
152,163,3.5,0.82,Arizona State University
141,147,2,0.6598,Arizona State University
130,165.9574468,3.5,0.74,University of Southern California
161,160,4,0.86,University of Washington
161,160,4,0.86,Georgia Institute of Technology
161,160,4,0.86,Carnegie Mellon University
139,145,0,0,University of Arizona
158,162,4,0.71,University of Illinois Chicago
145,156,3.5,0.63,Syracuse University
158,162,4,0.71,Syracuse University
158,162,4,0.71,Johns Hopkins University
158,162,4,0.71,Georgia Institute of Technology
158,162,4,0.71,Carnegie Mellon University
130,159.5744681,0,0.73,University of Southern California
130,159.5744681,0,0.73,University of Florida
130,159.5744681,0,0.73,SUNY Stony Brook
130,159.5744681,0,0.73,Purdue University
130,159.5744681,0,0.73,North Carolina State University
147,158,3.5,0.793,University of Texas Dallas
147,158,3.5,0.793,Northeastern University
165.9574468,130,3.5,0,University of Washington
158,162,5,0.65,University of Washington
145,164,3,0.782,University of Texas Dallas
130,157.4468085,0,0.771,University of Texas Dallas
130,157.4468085,3,0.771,University of Texas Dallas
157,162,4,0.765,University of Texas Arlington
150,160,3.5,0.7,University of Texas Arlington
165.9574468,130,3.5,0,University of Michigan Ann Arbor
130,161.7021277,3,0.711,University of Maryland College Park
149,165,3,1,University of Maryland College Park
158,162,5,0.65,University of Maryland College Park
151,162,3.5,0.614,University of Maryland College Park
130,161.7021277,3,0.711,University of Illinois Chicago
155,167,3,0.815,University of Illinois Chicago
130,163.8297872,0,0.81,University of Illinois Chicago
155,167,3,0.815,University of Florida
157,162,4,0.765,University of Cincinnati
165.9574468,130,3.5,0,University of Arizona
130,161.7021277,3,0.711,University of Arizona
158,162,5,0.65,University of Arizona
151,162,3.5,0.614,University of Arizona
130,161.7021277,3,0.711,Syracuse University
149,163,4.5,0.712,SUNY Buffalo
145,164,3,0.673,SUNY Buffalo
130,159.5744681,3,0.71,Northeastern University
149,163,4.5,0.712,Northeastern University
145,154,3.5,0.68,Northeastern University
130,159.5744681,3,0.71,North Carolina State University
130,161.7021277,2.5,0.7,New Jersey Institute of Technology
146,157,3.5,0.676,New Jersey Institute of Technology
146,158,3,0.73,New Jersey Institute of Technology
130,153.1914894,3,0.67,New Jersey Institute of Technology
144,166,3.5,0.7118,New Jersey Institute of Technology
159,144,3.5,0.76,New Jersey Institute of Technology
130,153.1914894,3,0.67,George Mason University
130,161.7021277,3,0.711,Carnegie Mellon University
155,167,3,0.815,Arizona State University
150,160,3.5,0.7,Arizona State University
130,159.5744681,3,0.71,Arizona State University
154,164,4,0.699,University of Southern California
154,164,4,0.699,University of Colorado Boulder
154,164,4,0.699,Georgia Institute of Technology
155,168,3,0.767,University of Texas Dallas
130,155.3191489,4,0.689,University of Texas Dallas
154,168,4,0.875,University of Southern California
152,162,4,0.79,University of Maryland College Park
130,155.3191489,4,0.689,University of Maryland College Park
154,168,4,0.875,University of Illinois Chicago
154,168,4,0.875,University of Florida
130,155.3191489,4,0.689,University of Arizona
159,167,3.5,0.849,Texas A and M University College Station
154,168,3,0.724,SUNY Buffalo
159,167,3.5,0.849,SUNY Buffalo
155,168,3,0.767,Northeastern University
130,155.3191489,4,0.689,Northeastern University
157,163,4,0.9,North Carolina State University
159,167,3.5,0.849,North Carolina State University
136.1702128,155.3191489,4.5,0.756,Arizona State University
130,165.9574468,3,0.63,University of Texas Arlington
163,163,4.5,0,Cornell University
157,160,3.5,0.7,University of Texas Dallas
154,162,4.5,0.7125,Northeastern University
142,163,3,0.81,University of Texas Arlington
142,163,3,0.81,University of North Carolina Charlotte
146.8085106,170.212766,3.5,0.71,University of Utah
148,161,4,0.744,University of Texas Dallas
145,159,4,0.778,University of Texas Dallas
143,157,3,0.71,University of Texas Arlington
148,161,4,0.744,University of Illinois Chicago
148,161,4,0.744,University of Arizona
148,161,4,0.744,Syracuse University
148,161,4,0.744,SUNY Buffalo
145,159,4,0.778,Northeastern University
145,159,4,0.778,North Carolina State University
147,165,3.5,0.7475,Arizona State University
145,159,4,0.778,Arizona State University
130,168.0851064,3.5,0.83,University of Texas Dallas
130,157.4468085,3,0.81,University of Texas Dallas
151,162,3.5,0.685,University of Washington
151,162,3.5,0.685,University of North Carolina Charlotte
151,162,3.5,0.685,Texas A and M University College Station
154,162,4,0.7,Arizona State University
130,146.8085106,3,0.66,Northeastern University
143,160,3,0.72,Arizona State University
140,158,3,0.76,University of Texas Arlington
151,160,4,0.735,University of North Carolina Charlotte
151,160,4,0.735,Syracuse University
159,158,3,0.798,University of Texas Dallas
148,154,2.5,0.74,University of Southern California
148,154,2.5,0.74,University of California Los Angeles
147,155,3.5,0.577,Arizona State University
150,158,3.5,0.786,University of Texas Dallas
145,163,3,0.669,University of Texas Dallas
145,163,3,0.669,New Jersey Institute of Technology
130,144.6808511,3,0,University of Texas Dallas
130,155.3191489,3,0,University of Texas Dallas
130,144.6808511,3,0,University of North Carolina Charlotte
154,163,4,0.7753,University of Illinois Chicago
162,163,3.5,0.74,University of Illinois Chicago
130,159.5744681,3,0.7,University of Florida
154,163,4,0.7753,University of Cincinnati
130,157.4468085,2.5,0,University of Arizona
162,163,3.5,0.74,University of Arizona
162,163,3.5,0.74,Texas A and M University College Station
154,163,4,0.7753,SUNY Buffalo
130,159.5744681,3,0.7,SUNY Buffalo
130,155.3191489,3,0,Northeastern University
130,151.0638298,0,0.74,Northeastern University
130,144.6808511,3,0,New Jersey Institute of Technology
156,163,4,0.784,University of Washington
156,166,4,0.749,University of Utah
130,159.5744681,3,0.832,University of Texas Dallas
156,166,4,0.749,University of Pennsylvania
154,167,4,0.633,University of North Carolina Charlotte
151,163,4,0,University of Minnesota Twin Cities
156,163,4,0.784,University of Maryland College Park
151,163,4,0,University of Colorado Boulder
158,163,0,0.81,University of Arizona
157,170,4,0.82,SUNY Stony Brook
130,170.212766,3,0.816,Ohio State University Columbus
157,170,4,0.82,North Carolina State University
130,159.5744681,3,0.832,George Mason University
154,167,4,0.633,Clemson University
156,163,4,0.784,Carnegie Mellon University
157,170,4,0.82,Arizona State University
130,159.5744681,3,0.793,Arizona State University
130,148.9361702,3,0.64,University of Washington
130,148.9361702,3,0.64,University of Texas Dallas
130,159.5744681,3,0.8925,University of Maryland College Park
130,159.5744681,3,0.8925,University of Florida
130,148.9361702,3,0.64,University of Cincinnati
130,159.5744681,3,0.8925,University of Cincinnati
130,148.9361702,3,0.64,Texas A and M University College Station
130,159.5744681,3,0.8925,Syracuse University
148,156,3,0,New Jersey Institute of Technology
130,170.212766,3,0.752,University of Texas Dallas
130,170.212766,3,0.752,Northeastern University
159,170,0,0.93,University of Southern California
159,170,0,0.93,SUNY Stony Brook
149,164,3,0.746,University of Texas Dallas
134.0425532,136.1702128,4,0.62,Purdue University
151,157,4.5,0,Arizona State University
149,152,3.5,0.8046,SUNY Buffalo
146,160,2.5,0.65,University of Texas Dallas
146,160,2.5,0.65,University of Florida
144.6808511,151.0638298,3,0.76,University of Maryland College Park
144.6808511,151.0638298,3,0.76,University of Colorado Boulder
144.6808511,151.0638298,3,0.76,Northeastern University
144.6808511,151.0638298,3,0.76,New Jersey Institute of Technology
150,160,3,0.7,University of Texas Dallas
150,160,3,0.7,University of Arizona
145,165,2.5,0.74,University of Texas Dallas
145,165,2.5,0.74,University of Illinois Chicago
130,170.212766,4,1,University of Texas Austin
130,170.212766,4,1,University of Florida
130,170.212766,4,1,University of California Los Angeles
130,170.212766,4,1,Georgia Institute of Technology
144.6808511,157.4468085,0,0.78,Wayne State University
149,164,4,0.828,Texas A and M University College Station
149,164,4,0.828,SUNY Buffalo
149,164,4,0.828,Rutgers University New Brunswick/Piscataway
149,164,4,0.828,Northeastern University
149,164,4,0.828,North Carolina State University
148,153,3,0.7,University of Texas Arlington
142.5531915,170.212766,4,0.68,SUNY Buffalo
142.5531915,170.212766,4,0.68,North Carolina State University
138,156,3.5,0.66,George Mason University
155,162,4,0.752,New Jersey Institute of Technology
130,151.0638298,3,0.72,University of Texas Dallas
130,151.0638298,3,0.72,George Mason University
130,151.0638298,3,0.72,Clemson University
130,157.4468085,3,0,Northeastern University
130,157.4468085,3,0,George Mason University
156,160,4,0.71,University of Washington
156,160,4,0.71,University of Illinois Chicago
156,160,4,0.71,University of Cincinnati
156,160,4,0.71,University of Arizona
